what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1338902479772
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338902483258
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338902485966
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338902579793
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338902586000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338902586125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338902586184
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338902627890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338902630837
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338902677743
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338902680045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338902680174
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338902680215
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338902841660
opened,view,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.adt.internal.lint.LintViewPart",1338902846455
activated,view,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.adt.internal.lint.LintViewPart",1338902846495
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1338902846986
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1338902846989
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1338902847097
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1338902847169
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338902855962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338902862558
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338902863347
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338902897888
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338902898025
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338902898027
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338902904229
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338902974545
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338902974694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338902976136
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338902979912
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1338903125042
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338903147765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338903151514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338903211346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338903213354
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338903388580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338903421236
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338903447109
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338903447205
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1338903469138
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1338903469269
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1338903469324
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1338903469441
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1338903469524
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1338903469975
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1338903469978
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1338903470936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338903479678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338903481517
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1338903487143
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1338903503070
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1338903509486
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1338903554321
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1338903574878
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1338903575114
